DOI,来源,研究方向,论文标题,CR_摘要,CR_作者和机构,CR_参考文献DOI,OpenAlex_field_list,OpenAlex_subfield_list,OpenAlex_map_subjects
10.5194/soil-7-217-2021,SOIL,0903 Agricultural Resource and Environment Sciences,SoilGrids 2.0: producing soil information for the globe with quantified spatial uncertainty,"Abstract. SoilGrids produces maps of soil properties for the entire globe at medium spatial resolution (250 m cell size) using state-of-the-art machine learning methods to generate the necessary models. It takes as inputs soil observations from about 240 000 locations worldwide and over 400 global environmental covariates describing vegetation, terrain morphology, climate, geology and hydrology. The aim of this work was the production of global maps of soil properties, with cross-validation, hyper-parameter selection and quantification of spatially explicit uncertainty, as implemented in the SoilGrids version 2.0 product incorporating state-of-the-art practices and adapting them for global digital soil mapping with legacy data. The paper presents the evaluation of the global predictions produced for soil organic carbon content, total nitrogen, coarse fragments, pH (water), cation exchange capacity, bulk density and texture fractions at six standard depths (up to 200 cm). The quantitative evaluation showed metrics in line with previous global, continental and large-region studies. The qualitative evaluation showed that coarse-scale patterns are well reproduced. The spatial uncertainty at global scale highlighted the need for more soil observations, especially in high-latitude regions.","[{""name"": ""Laura Poggio"", ""affiliation"": []}, {""name"": ""Luis M. de Sousa"", ""affiliation"": []}, {""name"": ""Niels H. Batjes"", ""affiliation"": []}, {""name"": ""Gerard B. M. Heuvelink"", ""affiliation"": []}, {""name"": ""Bas Kempen"", ""affiliation"": []}, {""name"": ""Eloi Ribeiro"", ""affiliation"": []}, {""name"": ""David Rossiter"", ""affiliation"": []}]","[""10.1007/978-94-009-4109-0"", ""10.2136/sssaj2014.05.0202"", ""10.1016/B978-0-12-800137-0.00003-0"", ""10.1016/j.grj.2017.06.001"", ""10.1016/j.geodrs.2020.e00255"", ""10.1016/j.geoderma.2015.07.006"", ""10.1080/17583004.2014.913380"", ""10.1038/526195e"", ""10.32614/CRAN.package.dggridR"", ""10.1016/j.geoderma.2016.01.034"", ""10.1016/j.agee.2007.01.005"", ""10.1002/ldr.3209"", ""10.5194/essd-12-299-2020"", ""10.1038/s41467-017-02142-7"", ""10.2136/sssaj2014.11.0470"", ""10.1111/ejss.12176"", ""10.1111/j.1365-2389.2011.01364.x"", ""10.3390/rs12061044"", ""10.1016/j.isprsjprs.2014.09.002"", ""10.1016/j.geoderma.2020.114237"", ""10.1016/j.envsci.2017.10.011"", ""10.5194/soil-5-137-2019"", ""10.3390/ijgi8080351"", ""10.1007/978-3-030-39815-6_3"", ""10.1093/biosci/bix014"", ""10.1016/j.foreco.2014.01.003"", ""10.1016/j.geoderma.2019.03.005"", ""10.1126/science.1229881"", ""10.1002/joc.5086"", ""10.1016/j.rse.2014.10.015"", ""10.1016/j.geoderma.2019.01.007"", ""10.1093/oso/9780195115383.001.0001"", ""10.2136/sssaj2011.0025"", ""10.5194/soil-4-173-2018"", ""10.1023/A:1012487302797"", ""10.1016/j.envsoft.2019.05.012"", ""10.1126/science.1244693"", ""10.1111/gcb.13896"", ""10.1029/2012GC004370"", ""10.1371/journal.pone.0105992"", ""10.1007/s10705-017-9870-x"", ""10.1371/journal.pone.0169748"", ""10.5194/egusphere-egu2020-3621"", ""10.1016/j.catena.2018.04.013"", ""10.1016/j.rse.2019.111260"", ""10.1016/0304-3800(95)00084-9"", ""10.1038/sdata.2017.122"", ""10.1016/j.geoderma.2014.11.030"", ""10.1016/j.geoderma.2018.09.011"", ""10.1016/j.geoderma.2018.04.004"", ""10.1016/j.apm.2019.12.016"", ""10.1111/j.1365-2389.2006.00866.x"", ""10.1016/j.geoderma.2019.114061"", ""10.1002/2015GB005239"", ""10.1016/j.geoderma.2020.114794"", ""10.1177/0309133319873309"", ""10.1007/978-90-481-8863-5_12"", ""10.1016/S0016-7061(03)00223-4"", ""10.32614/CRAN.package.quantregForest"", ""10.1016/j.envsoft.2017.12.001"", ""10.1016/j.geoderma.2015.07.017"", ""10.1016/j.catena.2008.09.008"", ""10.1002/ece3.3242"", ""10.1016/j.geoderma.2019.03.037"", ""10.3390/su10051610"", ""10.5194/soil-4-1-2018"", ""10.1289/ehp.98106s61453"", ""10.1038/nature20584"", ""10.1017/S2040470017000966"", ""10.1016/j.geodrs.2016.11.003"", ""10.1016/j.scitotenv.2016.11.078"", ""10.1016/j.geoderma.2013.05.029"", ""10.1201/b12728-57"", ""10.1016/j.isprsjprs.2013.11.002"", ""10.1029/2012GL051688"", ""10.3390/rs12182872"", ""10.1073/pnas.1706103114"", ""10.1016/j.asr.2004.03.012"", ""10.1002/2013MS000293"", ""10.1016/j.neunet.2006.01.012"", ""10.1111/gcb.14815"", ""10.1016/j.still.2017.12.002"", ""10.1038/s41586-018-0594-0"", ""10.1016/j.gfs.2015.07.001"", ""10.1002/ldr.2656"", ""10.1186/1471-2105-9-307"", ""10.5194/bg-10-1717-2013"", ""10.1016/j.fcr.2015.03.005"", ""10.1016/j.fcr.2012.09.009"", ""10.1016/j.geoderma.2018.09.005"", ""10.1371/journal.pbio.1002415"", ""10.18637/jss.v077.i01"", ""10.1016/j.scitotenv.2016.03.085"", ""10.1007/10968987_3""]","['Environmental Science', 'Computer Science', 'Agricultural and Biological Sciences']","['Soil Science', 'Artificial Intelligence', 'Environmental Engineering']","[[('0830 环境科学与工程', 0.8035), ('0807 动力工程及工程热物理', 0.7866), ('0713 生态学', 0.77), ('0903 农业资源与环境', 0.7684), ('0907 林学', 0.7684)], [('0812 计算机科学与技术', 0.7697), ('0839 网络空间安全', 0.7566), ('0811 控制科学与工程', 0.7551), ('0835 软件工程', 0.7476), ('1405 智能科学与技术', 0.7393)], [('0909 草学', 0.735), ('0905 畜牧学', 0.7348), ('0903 农业资源与环境', 0.7344), ('0828 农业工程', 0.7328), ('0832 食品科学与工程', 0.7301)], [('0903 农业资源与环境', 0.7714), ('0910 水土保持与荒漠化防治学', 0.7605)], [('1405 智能科学与技术', 0.7329), ('0812 计算机科学与技术', 0.7301)], [('0830 环境科学与工程', 0.772), ('0807 动力工程及工程热物理', 0.7717)]]"
10.1111/ejss.13010,EUROPEAN JOURNAL OF SOIL SCIENCE,0903 Agricultural Resource and Environment Sciences,Climate change impacts on soil salinity in agricultural areas,"AbstractChanges in climate patterns are dramatically influencing some agricultural areas. Arid, semi‐arid and coastal agricultural areas are especially vulnerable to climate change impacts on soil salinity. Inventorying and monitoring climate change impacts on salinity are crucial to evaluate the extent of the problem, to recognize trends and to formulate irrigation and crop management strategies that will maintain the agricultural productivity of these areas. Over the past three decades, Corwin and colleagues at the U.S. Salinity Laboratory (USSL) have developed proximal sensor and remote imagery methodologies for assessing soil salinity at multiple scales. The objective of this paper is to evaluate the impact climate change has had on selected agricultural areas experiencing weather pattern changes, with a focus on the use of proximal and satellite sensors to assess salinity development. Evidence presented in case studies for Californiaʼs San Joaquin Valley (SJV) and Minnesotaʼs Red River Valley (RRV) demonstrates the utility of these sensor approaches in assessing soil salinity changes due to changes in weather patterns. Agricultural areas are discussed where changes in weather patterns have increased root‐zone soil salinity, particularly in areas with shallow water tables (SJV and RRV), coastal areas with seawater intrusion (e.g., Bangladesh and the Gaza Strip) and water‐scarce areas potentially relying on degraded groundwater as an irrigation source (SJV and Murray‐Darling River Basin). Trends in salinization due to climate change indicate that the infrastructure and protocols to monitor soil salinity from field to regional to national to global scales are needed.Highlights Climate change will have a negative impact on agriculture, particularly in arid regions. Proximal/remote sensors are useful to assess climate change impact on soil salinity across scales. Salt‐water intrusion, shallow water tables and degraded water reuse will increase soil salinity. Infrastructure and protocols to monitor soil salinity across multiple scales are needed.","[{""name"": ""Dennis L. Corwin"", ""affiliation"": [""USDA‐ARS, U.S. Salinity Laboratory  Riverside California USA""]}]","[""10.1016/S1464-1909(00)00014-9"", ""10.4236/jwarp.2011.35043"", ""10.1007/s10584-009-9714-z"", ""10.1016/j.ecss.2011.11.005"", ""10.3390/agriculture3030398"", ""10.1073/pnas.0610045104"", ""10.1111/j.1365-3059.2010.02411.x"", ""10.1017/CBO9781107415324.024"", ""10.1016/j.ecolecon.2012.02.021"", ""10.1039/c2em10796a"", ""10.1201/b18173-9"", ""10.2134/jeq1999.00472425002800020012x"", ""10.1016/S0016-7061(03)00043-0"", ""10.2134/agronj2003.4550"", ""10.1016/j.compag.2004.10.005"", ""10.1016/j.compag.2004.11.002"", ""10.1016/j.compag.2004.11.003"", ""10.2113/JEEG18.1.1"", ""10.1016/j.geoderma.2014.03.019"", ""10.1111/sum.12262"", ""10.1016/j.geoderma.2005.03.014"", ""10.2134/jeq2007.0140"", ""10.2134/agronj2003.3520"", ""10.2136/methods-soil.2015.0038"", ""10.1002/wcc.81"", ""10.1596/1813-9450-7140"", ""10.1007/s13280-015-0681-5"", ""10.1046/j.1365-2486.2003.00579.x"", ""10.1016/j.advwatres.2012.01.013"", ""10.1016/j.geoderma.2014.01.027"", ""10.1016/j.epsl.2008.10.018"", ""10.1016/j.foodpol.2010.05.006"", ""10.3390/s17112540"", ""10.1016/0168-1923(94)90025-6"", ""10.1029/93GB01164"", ""10.1079/9781845936334.0009"", ""10.2136/sssaj2001.1829"", ""10.1017/CBO9781107415324.023"", ""10.1111/j.1469-8137.2006.01886.x"", ""10.1016/j.compag.2004.11.007"", ""10.2136/sssaj1992.03615995005600020031x"", ""10.1111/j.1745-6584.2011.00800.x"", ""10.2134/jeq2009.0326"", ""10.2134/jeq2009.0140"", ""10.1126/science.1204531"", ""10.1098/rstb.2005.1749"", ""10.1061/JRCEA4.0001137"", ""10.1007/978-3-642-85193-3_29"", ""10.1016/S0304-3800(98)00095-7"", ""10.1080/02757259309532180"", ""10.1890/03-4047"", ""10.1111/j.1745-6584.1997.tb00147.x"", ""10.1017/S0021859605005708"", ""10.2136/sssaj1998.03615995006200050039x"", ""10.1002/2013WR014618"", ""10.1046/j.1469-8137.2003.00680.x"", ""10.4236/jwarp.2009.14030"", ""10.1111/j.1467-8489.2007.00383.x"", ""10.1111/j.1753-5131.2012.01071.x"", ""10.22459/BF.05.2011.04"", ""10.3389/fenvs.2016.00065"", ""10.3733/ca.2017a0009"", ""10.1016/j.rse.2015.08.026"", ""10.1016/j.geodrs.2014.10.004"", ""10.1016/j.ecolind.2016.06.015"", ""10.4236/jwarp.2010.22011"", ""10.1002/ps.3622"", ""10.1016/j.advwatres.2012.03.004"", ""10.1007/s10795-006-9004-0"", ""10.1109/JSTARS.2014.2360411"", ""10.3390/rs8010042"", ""10.1016/S0304-4238(98)00193-9"", ""10.1029/2009GL041345"", ""10.2136/sssaj2015.06.0238"", ""10.1890/02-4053"", ""10.1016/j.ecolind.2015.01.004""]","['Environmental Science', 'Engineering']","['Environmental Engineering', 'Civil and Structural Engineering']","[[('0830 环境科学与工程', 0.8035), ('0807 动力工程及工程热物理', 0.7866), ('0713 生态学', 0.77), ('0903 农业资源与环境', 0.7684), ('0907 林学', 0.7684)], [('0802 机械工程', 0.7567), ('0811 控制科学与工程', 0.7543), ('0814 土木工程', 0.7511), ('0808 电气工程', 0.7505), ('0807 动力工程及工程热物理', 0.7487)], [('0830 环境科学与工程', 0.772), ('0807 动力工程及工程热物理', 0.7717)], [('0814 土木工程', 0.7642), ('0819 矿业工程', 0.7364)]]"
10.1007/s00374-019-01430-2,BIOLOGY AND FERTILITY OF SOILS,0903 Agricultural Resource and Environment Sciences,Exploring phosphorus fertilizers and fertilization strategies for improved human and environmental health,"AbstractMineral phosphorus (P) fertilizers support high crop yields and contribute to feeding the teeming global population. However, complex edaphic processes cause P to be immobilized in soil, hampering its timely and sufficient availability for uptake by plants. The resultant low use efficiency of current water-soluble P fertilizers creates significant environmental and human health problems. Current practices to increase P use efficiency have been inadequate to curtail these problems. We advocate for the understanding of plant physiological processes, such as physiological P requirement, storage of excess P as phytate, and plant uptake mechanisms, to identify novel ways of designing and delivering P fertilizers to plants for improved uptake. We note the importance and implications of the contrasting role of micronutrients such as zinc and iron in stimulating P availability under low soil P content, while inhibiting P uptake under high P fertilization; this could provide an avenue for managing P for plant use under different P fertilization regimes. We argue that the improvement of the nutritional value of crops, especially cereals, through reduced phytic acid and increased zinc and iron contents should be among the most important drivers toward the development of innovative fertilizer products and fertilization technologies. In this paper, we present various pathways in support of this argument. Retuning P fertilizer products and application strategies will contribute to fighting hunger and micronutrient deficiencies in humans. Moreover, direct soil P losses will be reduced as a result of improved P absorption by plants.","[{""name"": ""Prem S. Bindraban"", ""affiliation"": []}, {""name"": ""Christian O. Dimkpa"", ""affiliation"": []}, {""name"": ""Renu Pandey"", ""affiliation"": []}]","[""10.1007/s00253-009-2196-0"", ""10.1371/journal.pone.0068161"", ""10.1155/2014/801626"", ""10.1111/plb.12136"", ""10.1007/s11051-012-0900-y"", ""10.1021/sc500109v"", ""10.3389/fmicb.2017.00971"", ""10.1016/j.jag.2017.10.002"", ""10.1177/156482650002100410"", ""10.1007/BF02277947"", ""10.2134/agronj1979.00021962007100010005x"", ""10.1007/s00374-012-0737-7"", ""10.1007/s00374-012-0756-4"", ""10.2134/agronj1998.00021962009000030003x"", ""10.1007/s00374-015-1039-7"", ""10.1007/s12571-018-0769-4"", ""10.1007/BF00012037"", ""10.1038/srep40366"", ""10.1016/S0959-3780(00)00045-5"", ""10.1016/S0378-4290(97)00136-6"", ""10.2136/sssaj1978.03615995004200060022x"", ""10.2136/sssaj1996.03615995006000040031x"", ""10.1016/S0065-2113(09)01008-6"", ""10.1016/j.jclepro.2016.07.012"", ""10.1016/j.scitotenv.2018.08.154"", ""10.1111/j.1461-0248.2011.01658.x"", ""10.1016/j.agee.2017.06.001"", ""10.1016/j.gloenvcha.2008.10.009"", ""10.1556/0088.2015.64.2.8"", ""10.1023/A:1020809400075"", ""10.1007/s41204-018-0043-1"", ""10.1080/07315724.2004.10719409"", ""10.1016/j.coesh.2018.06.007"", ""10.1007/s13593-015-0346-6"", ""10.1021/acs.jafc.7b02150"", ""10.1007/s13593-016-0412-8"", ""10.1021/acs.jafc.7b02961"", ""10.3390/agronomy8090158"", ""10.1021/acs.jafc.8b03840"", ""10.1016/j.scitotenv.2019.02.142"", ""10.1016/j.scitotenv.2019.06.392"", ""10.1093/jxb/ery236"", ""10.1016/S0031-9422(02)00610-6"", ""10.1590/S1677-04202004000300007"", ""10.1093/ps/79.11.1586"", ""10.3390/agriculture5041047"", ""10.1081/CSS-120027641"", ""10.1094/PDIS-10-17-1621-RE"", ""10.1080/01904167.2014.920362"", ""10.1080/01904167.2015.1088020"", ""10.1016/j.jtemb.2008.07.002"", ""10.1007/s00374-017-1251-8"", ""10.3389/fpls.2013.00289"", ""10.1007/BF00391341"", ""10.1002/jsfa.2601"", ""10.1038/s41596-018-0072-z"", ""10.1080/01904167.2016.1269340"", ""10.1016/S0021-9258(18)60858-0"", ""10.1016/S0065-2113(04)92001-9"", ""10.2135/cropsci2004.4180"", ""10.1111/j.1475-2743.2006.00071.x"", ""10.1104/pp.010585"", ""10.1002/jpln.201400524"", ""10.1111/1365-2664.12089"", ""10.1111/ppl.12144"", ""10.1080/01904167.2018.1484472"", ""10.1016/j.rhisph.2017.09.002"", ""10.1007/s13593-017-0431-0"", ""10.1021/acsnano.6b07781"", ""10.3923/jbs.2013.563.565"", ""10.1007/s10311-017-0682-7"", ""10.1038/s41598-019-44255-7"", ""10.1111/j.1467-7652.2008.00375.x"", ""10.1016/j.jhazmat.2013.10.053"", ""10.1016/j.foodchem.2004.01.081"", ""10.1038/srep05686"", ""10.1007/s00122-006-0478-9"", ""10.5194/essd-9-181-2017"", ""10.1038/sj.ejcn.1602513"", ""10.1108/00070709710181540"", ""10.1071/CP10237"", ""10.1016/j.gloenvcha.2018.03.007"", ""10.1177/156482650002100409"", ""10.1080/01904160600972811"", ""10.1038/nature13179"", ""10.3390/agronomy8040049"", ""10.1071/CP10080"", ""10.1080/00103624.2018.1474906"", ""10.1007/BF02943628"", ""10.1186/s12284-018-0200-y"", ""10.1104/pp.114.244541"", ""10.1007/s00122-003-1316-y"", ""10.3389/fpls.2018.00804"", ""10.1177/156482650002100416"", ""10.1016/j.plantsci.2009.06.012"", ""10.1016/j.arabjc.2013.10.007"", ""10.1007/s40003-012-0049-z"", ""10.1021/acs.jafc.5b05224"", ""10.1007/s00442-009-1291-3"", ""10.1098/rspb.2009.1818"", ""10.1016/j.resconrec.2014.09.006"", ""10.1080/00103624.2017.1407429"", ""10.1016/j.fcr.2010.07.004"", ""10.1007/s10705-015-9726-1"", ""10.1002/jsfa.3200"", ""10.1111/nyas.13314"", ""10.1021/acs.jafc.7b05544"", ""10.1073/pnas.1113675109"", ""10.3989/gya.2007.v58.i1.7"", ""10.1002/mnfr.200900099"", ""10.3389/fpls.2017.02204"", ""10.1093/jxb/erh111"", ""10.1007/s40502-018-0412-6"", ""10.1134/S1995078015040187"", ""10.1080/01904160802135068"", ""10.1002/jpln.201700392"", ""10.1146/annurev.energy.25.1.53"", ""10.1002/wat2.1243"", ""10.3923/jps.2016.52.60"", ""10.1590/S1517-83822008000100030"", ""10.1039/C4RA06861K"", ""10.1007/s10681-006-9211-7"", ""10.1021/acs.jafc.7b04883"", ""10.1007/s11104-015-2747-3"", ""10.1080/01904167.2018.1433836"", ""10.1093/carcin/12.11.2041"", ""10.3390/su9081461"", ""10.3906/tar-1306-83"", ""10.1080/09593332208618196"", ""10.1016/j.agee.2008.12.004"", ""10.1016/j.agee.2006.03.018"", ""10.1016/j.scitotenv.2015.08.048"", ""10.3389/fpls.2016.01435"", ""10.1016/j.fcr.2018.02.016"", ""10.1007/s00253-009-2366-0"", ""10.1071/CP15329"", ""10.1016/j.plaphy.2018.01.002"", ""10.1007/s00374-017-1212-2"", ""10.1021/es204212z"", ""10.1007/s11051-013-1417-8"", ""10.1016/j.fcr.2015.09.007"", ""10.1007/s11104-013-1967-7"", ""10.1038/ejcn.2009.77"", ""10.4314/mejs.v10i1.10"", ""10.1080/14620316.2005.11511995"", ""10.1021/es501670j"", ""10.1080/01904160701615509"", ""10.3389/fpls.2018.00677"", ""10.1080/00103624.2018.1448413"", ""10.1021/acs.jafc.5b01611"", ""10.1016/j.fcr.2011.08.003"", ""10.1016/j.eja.2017.03.005"", ""10.1021/acs.jafc.6b04778"", ""10.1016/j.scitotenv.2017.08.095""]","['Environmental Science', 'Agricultural and Biological Sciences']","['Plant Science', 'Industrial and Manufacturing Engineering']","[[('0830 环境科学与工程', 0.8035), ('0807 动力工程及工程热物理', 0.7866), ('0713 生态学', 0.77), ('0903 农业资源与环境', 0.7684), ('0907 林学', 0.7684)], [('0909 草学', 0.735), ('0905 畜牧学', 0.7348), ('0903 农业资源与环境', 0.7344), ('0828 农业工程', 0.7328), ('0832 食品科学与工程', 0.7301)], [('0903 农业资源与环境', 0.7532), ('0902 园艺学', 0.7513)], [('0802 机械工程', 0.7554), ('0822 轻工技术与工程', 0.7533)]]"
10.5194/soil-6-649-2020,SOIL,0903 Agricultural Resource and Environment Sciences,Global concentrations of microplastics in soils - a review,"Abstract. Worldwide, microplastics (MPs) have been commonly recognized as a threat to soil ecosystems. Terrestrial soils are widely contaminated by MPs due to the application of sewage sludge and wastewater, plastic mulching, littering, the input of tire wear from roads and atmospheric deposition. Within the last decade, an increasing number of individual studies focused on item counts and masses of MPs in different global soil environments. We reviewed these studies to achieve a representative picture of common degrees of contamination. The majority of the prospected agricultural and horticultural sites were exposed to sewage sludge and mulching film application and showed concentrations of &lt;13 000 items kg−1 dry soil and 4.5 mg kg−1 dry soil. Microplastic concentrations in soils in the vicinity of municipal areas were thereby 10 times larger compared to rural sites. The measurement of masses was generally underrepresented compared to item numbers, and mass data were often generated from microscopic analyses by using shape-to-mass models instead of direct measurements. Extreme values, such as on industrial sites, exceed the common concentrations by 2 to 4 orders of magnitude, which might be attributed not only to the land use but also to the applied methods of measurement. Campaigns that focus on other entry pathways like composts, road dust runoff and littering or land uses like grassland, forest, fallow and wilderness as well as industrial sites and landfills were underrepresented or nonexistent. Background loads, such as atmospheric deposition, were often not excluded from the measurements and, thus, the studies might overestimate the contribution of the analyzed entry pathway to the total load. Other studies focused on light density MP, e.g., from mulching films, and therefore underestimated the amount of soil MP. Despite these limitations, the data give an impression of the spectrum of global MP concentrations and are a good basis for experiments examining the effects of MPs on exposed soils. Based on the collected data, we identified problems of past studies and recommend that future experimentation take into account standardized methods of extraction and quantification, a proper characterization of the sampling sites and their history as well as the exploration of as yet underrepresented entry pathways and land uses.","[{""name"": ""Frederick Büks"", ""affiliation"": []}, {""name"": ""Martin Kaupenjohann"", ""affiliation"": []}]","[""10.1038/s41561-019-0335-5"", ""10.1098/rstb.2008.0205"", ""10.1007/s11356-019-04632-1"", ""10.1016/j.scitotenv.2017.08.086"", ""10.5194/soil-6-245-2020"", ""10.1016/j.geoderma.2011.10.009"", ""10.1016/j.envpol.2019.113449"", ""10.1016/j.scitotenv.2019.03.368"", ""10.1016/j.scitotenv.2020.138334"", ""10.1021/acs.est.8b02212"", ""10.1007/s00216-019-02066-9"", ""10.1016/j.scitotenv.2020.137525"", ""10.1016/j.marpolbul.2016.01.006"", ""10.1016/j.envpol.2018.03.096"", ""10.1038/s41467-020-17201-9"", ""10.1016/j.scitotenv.2019.135634"", ""10.1021/acs.est.6b00816"", ""10.1126/sciadv.1700782"", ""10.1080/00288330.1978.9515768"", ""10.1016/j.envpol.2019.113009"", ""10.1016/j.watres.2019.04.060"", ""10.1016/j.envpol.2020.114096"", ""10.1038/s41598-017-14588-2"", ""10.1002/jpln.201300339"", ""10.1016/j.scitotenv.2018.07.242"", ""10.1007/978-3-319-01327-5_1"", ""10.3390/soilsystems3010021"", ""10.1016/j.envpol.2018.07.051"", ""10.1016/j.marpolbul.2017.08.057"", ""10.1016/j.scitotenv.2018.10.321"", ""10.3934/environsci.2020011"", ""10.1016/j.scitotenv.2018.01.341"", ""10.1021/acs.est.6b04140"", ""10.1038/s41598-018-36172-y"", ""10.6027/TN2018-557"", ""10.1016/j.scitotenv.2015.03.142"", ""10.1016/j.scitotenv.2019.02.382"", ""10.1111/nph.15794"", ""10.1007/398_2019_40"", ""10.1021/acs.est.7b06003"", ""10.1016/j.watres.2018.05.019"", ""10.1016/S0038-0717(99)00023-1"", ""10.1016/j.scitotenv.2016.01.153"", ""10.1098/rstb.2009.0054"", ""10.1016/j.envpol.2020.114198"", ""10.1126/sciadv.aap8060"", ""10.1016/j.scitotenv.2017.09.100"", ""10.1016/j.scitotenv.2018.06.004"", ""10.1016/j.scitotenv.2017.10.213"", ""10.1016/j.scitotenv.2019.135091"", ""10.1016/j.jhazmat.2019.121814"", ""10.1016/j.scitotenv.2019.133798"", ""10.1016/j.envpol.2005.04.013""]",['Environmental Science'],"['Industrial and Manufacturing Engineering', 'Pollution']","[[('0830 环境科学与工程', 0.8035), ('0807 动力工程及工程热物理', 0.7866), ('0713 生态学', 0.77), ('0903 农业资源与环境', 0.7684), ('0907 林学', 0.7684)], [('0802 机械工程', 0.7554), ('0822 轻工技术与工程', 0.7533)], [('0830 环境科学与工程', 0.7083), ('0706 大气科学', 0.6788)]]"
