Accession Number,DOI,Pubmed ID,Article Title,Authors,Source,Research Area,Document Type,Volume,Issue,Pages,Publication Date,Times Cited,Link,Journal Expected Citations,Category Expected Citations,Collaboration Category Expected Citations,Journal Normalized Citation Impact,Category Normalized Citation Impact,Collab-CNCI,Collaboration Type,Percentile in Subject Area,Journal Impact Factor
WOS:000568996300001,10.1016/j.landurbplan.2020.103859,n/a,Optimize urban food production to address food deserts in regions with restricted water access,"Tong, Daoqin; Crosson, Courtney; Zhong, Qing; Zhang, Yinan",LANDSCAPE AND URBAN PLANNING,0705 Geography; 1305 Design; 0833 Urban and Rural Planning; 0713 Ecology; 0834 Landscape Architecture; 0830 Environmental Science and Engineering,Article,202,n/a,n/a,2020,16,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000568996300001,49.366279,10.37753677368164,11.716374,0.32,1.5418,1.3656,Domestic - Multiple,82.4763,6.142
WOS:000528236700001,10.1108/JEDT-01-2020-0025,n/a,Optimal energy mix for a reverse osmosis desalination unit considering demand response,"Okampo, Ewaoche John; Nwulu, Nnamdi, I",JOURNAL OF ENGINEERING DESIGN AND TECHNOLOGY,1305 Design,Article,18,5,1287-1303,2020,16,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000528236700001,12.047619,10.37753677368164,7.286685,1.33,1.5418,2.1958,Domestic - Single,82.4763,n/a
WOS:000516486400001,10.1057/s41289-020-00112-y,n/a,Multi-scalar urban densities: from the metropolitan to the street level,"Pafka, Elek",URBAN DESIGN INTERNATIONAL,0813 Architecture; 1305 Design; 0833 Urban and Rural Planning,Article,27,1,53-63,2020,16,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000516486400001,10.916667,10.37753677368164,7.286685,1.47,1.5418,2.1958,Domestic - Single,82.4763,1.564
WOS:001089163200001,10.1016/j.landurbplan.2023.104918,n/a,Mitigating PM2.5 exposure with vegetation barrier and building designs in urban open-road environments based on numerical simulations,"Yan, Jingli; Chen, Wendy Y.; Zhang, Zixiao; Zhao, Wenxing; Liu, Min; Yin, Shan",LANDSCAPE AND URBAN PLANNING,0705 Geography; 1305 Design; 0713 Ecology; 0833 Urban and Rural Planning; 0834 Landscape Architecture; 0830 Environmental Science and Engineering,Article,241,n/a,n/a,2023,16,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:001089163200001,15.460784,3.5786349773406982,4.1254125,1.03,4.471,3.8784,Domestic - Multiple,93.2493,7.9
WOS:000788358200008,10.1016/j.destud.2021.101063,n/a,Making design research relevant for design practice: What is in the way?,"Zielhuis, Marieke; Visser, Froukje Sleeswijk; Andriessen, Daan; Stappers, Pieter Jan",DESIGN STUDIES,1305 Design,Article,78,n/a,n/a,2022,16,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000788358200008,14.71875,6.8125,9.160919,1.09,2.3486,1.7465,Domestic - Multiple,87.6405,3.5
WOS:000518490600002,10.1016/j.destud.2019.12.003,n/a,Make and break details: The architecture of design-build education,"Nicholas, Claire; Oak, Arlene",DESIGN STUDIES,1305 Design,Article,66,n/a,35-53,2020,16,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000518490600002,18.060606,10.37753677368164,20.27317,0.89,1.5418,0.7892,International - Bilateral,82.4763,3.09
WOS:000579383300007,10.1016/j.landurbplan.2020.103933,n/a,"Local community engagement, environmental placemaking and stewardship by migrants: A case study of lake conservation in Bengaluru, India","Sen, Amrita; Nagendra, Harini",LANDSCAPE AND URBAN PLANNING,0705 Geography; 1305 Design; 0833 Urban and Rural Planning; 0713 Ecology; 0834 Landscape Architecture; 0830 Environmental Science and Engineering,Article,204,n/a,n/a,2020,16,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000579383300007,49.366279,10.37753677368164,11.716374,0.32,1.5418,1.3656,Domestic - Multiple,82.4763,6.142
WOS:000608862800001,10.1080/17547075.2020.1864119,n/a,Kropotkin-19: A Mutual Aid Response to COVID-19 in Athens,"Travlou, Penny",DESIGN AND CULTURE,1305 Design,Article,13,1,65-78,2020,16,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000608862800001,5.428571,10.37753677368164,20.27317,2.95,1.5418,0.7892,International - Bilateral,82.4763,n/a
WOS:000679403600001,10.1108/JEDT-05-2020-0171,n/a,Key driving factors of cost overrun in highway infrastructure projects in Nigeria: a context-based perspective,"Mahmud, Abba Tahir; Ogunlana, Stephen O.; Hong, W. T.",JOURNAL OF ENGINEERING DESIGN AND TECHNOLOGY,1305 Design,Article,19,6,1530-1555,2021,16,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000679403600001,10.478947,8.213865280151367,12.473896,1.53,1.9479,1.2827,International - Bilateral,84.5651,n/a
WOS:000618989800001,10.1080/09544828.2020.1869704,n/a,Integrating human factors early in the design process using digital human modelling and surrogate modelling,"Ahmed, Salman; Irshad, Lukman; Gawand, Mihir Sunil; Demirel, H. Onan",JOURNAL OF ENGINEERING DESIGN,1305 Design,Article,32,4,165-186,2021,16,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000618989800001,11.344828,8.213865280151367,5.831099,1.41,1.9479,2.7439,Domestic - Single,84.5651,2.4
WOS:000584072500001,10.1080/01426397.2020.1833850,n/a,"Identifying cultural heritage corridors for preservation through multidimensional network connectivity analysis - a case study of the ancient Tea-Horse Road in Simao, China","Li, Hui; Jing, Jing; Fan, Honghong; Li, Yanmei; Liu, Yang; Ren, Jiahao",LANDSCAPE RESEARCH,0705 Geography; 1305 Design; 0834 Landscape Architecture; 0830 Environmental Science and Engineering,Article,46,1,96-115,2020,16,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000584072500001,8.0,10.37753677368164,20.27317,2.0,1.5418,0.7892,International - Bilateral,82.4763,2.055
WOS:000840107500001,10.1108/JEDT-04-2022-0200,n/a,Hospitals management transformative initiatives; towards energy efficiency and environmental sustainability in healthcare facilities,"Dion, Helen; Evans, Martin; Farrell, Peter",JOURNAL OF ENGINEERING DESIGN AND TECHNOLOGY,1305 Design,Article,21,2,552-584,2022,16,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000840107500001,6.811594,6.8125,9.160919,2.35,2.3486,1.7465,Domestic - Multiple,87.6405,2.8
WOS:000718123400002,10.1016/j.landurbplan.2021.104283,n/a,"Growth of the wildland-urban interface within and around US National Forests and Grasslands, 1990-2010","Mockrin, Miranda H.; Helmers, David; Martinuzzi, Sebastian; Hawbaker, Todd J.; Radeloff, Volker C.",LANDSCAPE AND URBAN PLANNING,0705 Geography; 1305 Design; 0833 Urban and Rural Planning; 0713 Ecology; 0834 Landscape Architecture; 0830 Environmental Science and Engineering,Article,218,n/a,n/a,2022,16,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000718123400002,24.723077,6.8125,9.160919,0.65,2.3486,1.7465,Domestic - Multiple,87.6405,9.1
WOS:001139867200001,10.1016/j.landurbplan.2023.104973,n/a,Global change in the European Alps: A century of post-abandonment natural reforestation at the landscape scale,"Anselmetto, Nicolo; Weisberg, Peter J.; Garbarino, Matteo",LANDSCAPE AND URBAN PLANNING,0705 Geography; 0713 Ecology; 0834 Landscape Architecture; 0833 Urban and Rural Planning; 1305 Design; 0830 Environmental Science and Engineering,Review,243,n/a,n/a,2023,16,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:001139867200001,26.777778,11.727272987365723,17.11111,0.6,1.3643,0.9351,International - Bilateral,72.7273,7.9
WOS:000619287100006,10.1080/15710882.2019.1581817,n/a,From within and in-between - co-designing organizational change,"Salmi, Anna; Mattelmaki, Tuuli",CODESIGN-INTERNATIONAL JOURNAL OF COCREATION IN DESIGN AND THE ARTS,1301 Art Theory; 1305 Design,Article,17,1,101-118,2021,16,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000619287100006,11.555556,8.213865280151367,5.831099,1.38,1.9479,2.7439,Domestic - Single,84.5651,n/a
WOS:000612759700001,10.1080/09544828.2021.1876843,n/a,Fresh in My Mind! Investigating the effects of the order of presenting opportunistic and restrictive design for additive manufacturing content on students' creativity,"Prabhu, Rohan; Simpson, Timothy W.; Miller, Scarlett R.; Meisel, Nicholas A.",JOURNAL OF ENGINEERING DESIGN,1305 Design,Article,32,4,187-212,2021,16,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000612759700001,11.344828,8.213865280151367,5.831099,1.41,1.9479,2.7439,Domestic - Single,84.5651,2.4
WOS:000646829400029,10.1061/(ASCE)SC.1943-5576.0000540,n/a,Flexural Fatigue Behavior of Steel Fiber-Reinforced Reclaimed Asphalt Pavement-Based Concrete: An Experimental Study,"Paluri, Yeswanth; Noolu, Venkatesh; Mudavath, Heeralal; Pancharathi, Rathish Kumar",PRACTICE PERIODICAL ON STRUCTURAL DESIGN AND CONSTRUCTION,1305 Design; 0814 Civil Engineering,Article,26,1,n/a,2021,16,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000646829400029,6.806452,8.213865280151367,5.831099,2.35,1.9479,2.7439,Domestic - Single,84.5651,n/a
WOS:000608720800001,10.1080/01426397.2020.1867713,n/a,Explaining landscape preference heterogeneity using machine learning-based survey analysis,"Liu, Xiaozi; Tvinnereim, Endre; Grimsrud, Kristine M.; Lindhjem, Henrik; Velle, Liv Guri; Saure, Heidi Iren; Lee, Hanna",LANDSCAPE RESEARCH,0705 Geography; 1305 Design; 0834 Landscape Architecture; 0830 Environmental Science and Engineering,Article,46,3,417-434,2021,16,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000608720800001,6.112676,8.213865280151367,10.668524,2.62,1.9479,1.4997,Domestic - Multiple,84.5651,1.701
WOS:000675287500001,10.1111/jade.12364,n/a,"Experiential Learning in Basic Design Studio: Body, Space and the Design Process","Caner Yuksel, Cagla; Dinc Uyaroglu, Ilkay",INTERNATIONAL JOURNAL OF ART & DESIGN EDUCATION,0401 Education; 1305 Design,Article,40,3,508-525,2021,16,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000675287500001,6.234043,8.213865280151367,10.668524,2.57,1.9479,1.4997,Domestic - Multiple,84.5651,0.813
WOS:000592389300001,10.1108/JEDT-06-2020-0232,n/a,Evaluation of the critical success factors for sustainable housing delivery: analytic hierarchy process approach,"Oluleye, Ifeoluwa Benjamin; Ogunleye, Mukaila Bamidele; Oyetunji, Abiodun Kolawole",JOURNAL OF ENGINEERING DESIGN AND TECHNOLOGY,1305 Design,Article,19,5,1044-1062,2020,16,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000592389300001,12.047619,10.37753677368164,27.39535,1.33,1.5418,0.584,International - Trilateral,82.4763,n/a
WOS:000508757000009,10.1016/j.landurbplan.2019.103722,n/a,Effects of sampling approaches on quantifying urban forest structure,"Jin, Jing; Yang, Jun",LANDSCAPE AND URBAN PLANNING,0705 Geography; 1305 Design; 0833 Urban and Rural Planning; 0713 Ecology; 0834 Landscape Architecture; 0830 Environmental Science and Engineering,Article,195,n/a,n/a,2020,16,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000508757000009,49.366279,10.37753677368164,7.286685,0.32,1.5418,2.1958,Domestic - Single,82.4763,6.142
WOS:000521112200009,10.1061/(ASCE)SC.1943-5576.0000469,n/a,Effects of Wearable Light Systems on Safety of Highway Construction Workers,"Nnaji, Chukwuma; Jafarnejad, Ali; Gambatese, John",PRACTICE PERIODICAL ON STRUCTURAL DESIGN AND CONSTRUCTION,1305 Design; 0814 Civil Engineering,Article,25,2,n/a,2020,16,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000521112200009,7.701493,10.37753677368164,11.716374,2.08,1.5418,1.3656,Domestic - Multiple,82.4763,n/a
WOS:000550128400003,10.1016/j.landurbplan.2020.103846,n/a,Distribution and habitat preferences of the urban Woodpigeon (Columba palumbus) in the north-eastern breeding range in Belarus,"Sakhvon, Vital; Kover, Laszlo",LANDSCAPE AND URBAN PLANNING,0705 Geography; 1305 Design; 0833 Urban and Rural Planning; 0713 Ecology; 0834 Landscape Architecture; 0830 Environmental Science and Engineering,Article,201,n/a,n/a,2020,16,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000550128400003,49.366279,10.37753677368164,20.27317,0.32,1.5418,0.7892,International - Bilateral,82.4763,6.142
WOS:000864673800004,10.15302/J-LAF-1-020064,n/a,Designing Attention-Research on Landscape Experience Through Eye Tracking in Nanjing Road Pedestrian Mall (Street) in Shanghai,Chen Yiyan; Chen Zheng; Du Ming,LANDSCAPE ARCHITECTURE FRONTIERS,0813 Architecture; 1305 Design; 0834 Landscape Architecture,Article,10,2,52-70,2022,16,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000864673800004,2.916667,6.8125,9.160919,5.49,2.3486,1.7465,Domestic - Multiple,87.6405,0.7
WOS:000587883800003,10.1080/01426397.2019.1589438,n/a,"Cultural landscape meanings. The case of West Lake, Hangzhou, China","Zhang, Rouran; Taylor, Ken",LANDSCAPE RESEARCH,0705 Geography; 1305 Design; 0834 Landscape Architecture; 0830 Environmental Science and Engineering,Article,45,2,164-178,2020,16,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000587883800003,8.0,10.37753677368164,20.27317,2.0,1.5418,0.7892,International - Bilateral,82.4763,2.055
WOS:001126974200001,10.1108/JEDT-05-2023-0191,n/a,Critical application areas of radio frequency identification (RFID) technology for sustainable construction in developing countries: the case of Nigeria,"Kineber, Ahmed Farouk; Oke, Ayodeji Emmanuel; Ali, Ali Hassan; Dosumu, Oluwaseun; Fakunle, Kayode; Olanrewaju, Oludolapo Ibrahim",JOURNAL OF ENGINEERING DESIGN AND TECHNOLOGY,1305 Design,Article,23,3,895-916,2023,16,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:001126974200001,3.617647,3.5786349773406982,10.0,4.42,4.471,1.6,International - Quadrilateral +,93.2493,2.6
WOS:000517271200001,10.1108/JEDT-10-2019-0255,n/a,Construction practitioners' perception of key drivers of reputation in mega-construction projects,"Olawale, Oladimeji A.; Oyedele, Lukumon O.; Owolabi, Hakeem A.",JOURNAL OF ENGINEERING DESIGN AND TECHNOLOGY,1305 Design,Article,18,6,1571-1592,2020,16,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000517271200001,12.047619,10.37753677368164,7.286685,1.33,1.5418,2.1958,Domestic - Single,82.4763,n/a
WOS:000635590700001,10.1016/j.landurbplan.2021.104067,n/a,Conservation prioritization when species distribution data are scarce,"Politi, Natalia; Rivera, Luis; Martinuzzi, Sebastian; Radeloff, Volker C.; Pidgeon, Anna M.",LANDSCAPE AND URBAN PLANNING,0705 Geography; 1305 Design; 0833 Urban and Rural Planning; 0713 Ecology; 0834 Landscape Architecture; 0830 Environmental Science and Engineering,Article,210,n/a,n/a,2021,16,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000635590700001,35.931937,8.213865280151367,12.473896,0.45,1.9479,1.2827,International - Bilateral,84.5651,8.119
WOS:000857153000001,10.1108/JEDT-05-2022-0238,n/a,Comparison of machine learning algorithms for evaluating building energy efficiency using big data analytics,"Egwim, Christian Nnaemeka; Alaka, Hafiz; Egunjobi, Oluwapelumi Oluwaseun; Gomes, Alvaro; Mporas, Iosif",JOURNAL OF ENGINEERING DESIGN AND TECHNOLOGY,1305 Design,Article,22,4,1325-1350,2022,16,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000857153000001,6.811594,6.8125,12.193694,2.35,2.3486,1.3122,International - Bilateral,87.6405,2.8
WOS:000816208500003,10.1016/j.landurbplan.2022.104497,n/a,Community-engaged heat resilience planning: Lessons from a youth smart city STEM program,"Lim, Theodore C.; Wilson, Bev; Grohs, Jacob R.; Pingel, Thomas J.",LANDSCAPE AND URBAN PLANNING,0705 Geography; 1305 Design; 0833 Urban and Rural Planning; 0713 Ecology; 0834 Landscape Architecture; 0830 Environmental Science and Engineering,Article,226,n/a,n/a,2022,16,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000816208500003,24.723077,6.8125,9.160919,0.65,2.3486,1.7465,Domestic - Multiple,87.6405,9.1
WOS:000915451300001,10.1016/j.landurbplan.2022.104674,n/a,"Combined effects of dominant sounds, conversational speech and multisensory perception on visitors' acoustic comfort in urban open spaces","Ren, Xinxin",LANDSCAPE AND URBAN PLANNING,0705 Geography; 1305 Design; 0833 Urban and Rural Planning; 0713 Ecology; 0834 Landscape Architecture; 0830 Environmental Science and Engineering,Article,232,n/a,n/a,2022,16,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000915451300001,24.723077,6.8125,9.160919,0.65,2.3486,1.7465,Domestic - Multiple,87.6405,9.1
WOS:000652978600001,10.1080/15710882.2019.1572765,n/a,Co-ideation critique unfolded: an exploratory study of a co-design studio 'crit' based on the students' experience,"Boudhraa, Sana; Dorta, Tomas; Milovanovic, Julie; Pierini, Davide",CODESIGN-INTERNATIONAL JOURNAL OF COCREATION IN DESIGN AND THE ARTS,1301 Art Theory; 1305 Design,Article,17,2,119-138,2021,16,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000652978600001,11.555556,8.213865280151367,12.473896,1.38,1.9479,1.2827,International - Bilateral,84.5651,n/a
WOS:001111488500001,10.1016/j.destud.2023.101230,n/a,Co-designing conversational agents: A comprehensive review and recommendations for best practices,"Sadek, Malak; Calvo, Rafael A.; Mougenot, Celine",DESIGN STUDIES,1305 Design,Review,89,n/a,n/a,2023,16,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:001111488500001,14.0,11.727272987365723,16.142857,1.14,1.3643,0.9912,Domestic - Multiple,72.7273,3.2
WOS:000702913300007,10.1016/j.destud.2021.101044,n/a,Characterization of concept generation for engineering design through temporal brain network analysis,"Milovanovic, Julie; Hu, Mo; Shealy, Tripp; Gero, John",DESIGN STUDIES,1305 Design,Article,76,n/a,n/a,2021,16,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000702913300007,13.333333,8.213865280151367,10.668524,1.2,1.9479,1.4997,Domestic - Multiple,84.5651,3.853
WOS:001137871100001,10.1016/j.landurbplan.2023.104897,n/a,Can living in an age-friendly neighbourhood protect older adults' mental health against functional decline in China?,"Liu, Yuqi; Pan, Zhuolin; Liu, Ye; Li, Zhigang",LANDSCAPE AND URBAN PLANNING,0705 Geography; 1305 Design; 0713 Ecology; 0833 Urban and Rural Planning; 0834 Landscape Architecture; 0830 Environmental Science and Engineering,Article,240,n/a,n/a,2023,16,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:001137871100001,15.460784,3.5786349773406982,4.1254125,1.03,4.471,3.8784,Domestic - Multiple,93.2493,7.9
WOS:000596199200001,10.1080/09544828.2020.1851661,n/a,Built to win? Exploring the role of competitive environments on students' creativity in design for additive manufacturing tasks,"Prabhu, Rohan; Miller, Scarlett R.; Simpson, Timothy W.; Meisel, Nicholas A.",JOURNAL OF ENGINEERING DESIGN,1305 Design,Article,31,11-12,574-604,2020,16,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000596199200001,11.75,10.37753677368164,7.286685,1.36,1.5418,2.1958,Domestic - Single,82.4763,2.588
WOS:000886021500002,10.1016/j.landurbplan.2022.104552,n/a,Biodiversity significance of small habitat patches: More than half of Indian bird species are in academic campuses,"Guthula, Venkanna Babu; Shrotriya, Shivam; Nigam, Parag; Goyal, Surendra Prakash; Mohan, Dhananjai; Habib, Bilal",LANDSCAPE AND URBAN PLANNING,0705 Geography; 1305 Design; 0833 Urban and Rural Planning; 0713 Ecology; 0834 Landscape Architecture; 0830 Environmental Science and Engineering,Article,228,n/a,n/a,2022,16,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000886021500002,24.723077,6.8125,3.8485758,0.65,2.3486,4.1574,Domestic - Single,87.6405,9.1
WOS:001219390200001,10.1016/j.landurbplan.2024.105044,n/a,Beyond just green: Explaining and predicting restorative potential of urban landscapes using panorama-based metrics,"Zhang, Xudong; Lin, Ervine Shengwei; Tan, Puay Yok; Qi, Jinda; Ho, Roger; Sia, Angelia; Waykool, Radha; Song, Xiao Ping; Olszewska-Guizzo, Agnieszka; Meng, Lingshuang; Cao, Yue",LANDSCAPE AND URBAN PLANNING,1305 Design; 0705 Geography; 0713 Ecology; 0834 Landscape Architecture; 0833 Urban and Rural Planning; 0830 Environmental Science and Engineering,Article,247,n/a,n/a,2024,16,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:001219390200001,5.463687,1.2943238019943237,2.4666667,2.93,12.3617,6.4865,International - Trilateral,99.2292,9.2
WOS:001029130500001,10.1016/j.landurbplan.2022.104635,n/a,Beyond growth management: A review of the wider functions and effects of urban growth management policies,"Kirby, Matthew G.; Scott, Alister J.; Luger, Jason; Walsh, Claire L.",LANDSCAPE AND URBAN PLANNING,0705 Geography; 1305 Design; 0833 Urban and Rural Planning; 0713 Ecology; 0834 Landscape Architecture; 0830 Environmental Science and Engineering,Review,230,n/a,n/a,2022,16,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:001029130500001,32.0,12.403509140014648,22.916666,0.5,1.29,0.6982,Domestic - Multiple,71.9298,9.1
WOS:000955218700001,10.1016/j.landurbplan.2023.104741,n/a,"Beta diversity of urban spontaneous plants and its drivers in 9 major cities of Yunnan province, China","Gao, Zhiwen; Pan, Yingji; Bodegom, Peter M. Van; Cieraad, Ellen; Xing, Dingliang; Yang, Yanyi; Xia, Tiyuan; Luo, Xinyi; Song, Kun; Da, Liangjun; Malkinson, Dan",LANDSCAPE AND URBAN PLANNING,0705 Geography; 1305 Design; 0713 Ecology; 0833 Urban and Rural Planning; 0834 Landscape Architecture; 0830 Environmental Science and Engineering,Article,234,n/a,n/a,2023,16,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000955218700001,15.460784,3.5786349773406982,10.0,1.03,4.471,1.6,International - Quadrilateral +,93.2493,7.9
WOS:000660777200001,10.1108/JEDT-03-2021-0153,n/a,Barriers to the implementation of COVID-19 safety regulations: insight from Ghanaian construction sites,"Simpeh, Fredrick; Bamfo-Agyei, Emmanuel; Amoah, Christopher",JOURNAL OF ENGINEERING DESIGN AND TECHNOLOGY,1305 Design,Article,20,1,47-65,2021,16,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000660777200001,10.478947,8.213865280151367,12.473896,1.53,1.9479,1.2827,International - Bilateral,84.5651,n/a
WOS:000712530900001,10.1108/JEDT-07-2021-0348,n/a,BIM divide: an international comparative analysis of perceived barriers to implementation of BIM in the construction industry,"Saka, Abdullahi Babatunde; Chan, Daniel W. M.",JOURNAL OF ENGINEERING DESIGN AND TECHNOLOGY,1305 Design,Article,21,5,1604-1632,2021,16,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000712530900001,10.478947,8.213865280151367,5.831099,1.53,1.9479,2.7439,Domestic - Single,84.5651,n/a
